"Estudiantes, Nuevos Inscriptos, Reinscriptos y Egresados de títulos de pregrado, grado y posgrado por género, carrera, unidad académica y por tipo de institución. Año 2017,",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Tipo de Institución,Institución,Unidad Académica,Carrera,Título,Gestión,Nivel de la Oferta,Total de Estudiantes,Estudiantes Varones,Estudiantes Mujeres,Total de Nuevos Inscriptos,Nuevos Inscriptos Varones,Nuevos Inscriptos Mujeres,Total de Reinscriptos,Reinscriptos Varones,Reinscriptos Mujeres,Total de Egresados,Egresados Varones,Egresados Mujeres
Universidad,Universidad de la Fraternidad de Agrupaciones  Santo Tomás de Aquino,Facultad de Humanidades - Bariloche,Artes Audiovisuales,Técnico Universitario en Medios Audiovisuales,,Pregrado,0,0,0,0,0,0,0,0,0,0,0,0
Universidad,Universidad de la Fraternidad de Agrupaciones  Santo Tomás de Aquino,Facultad de Ciencias Económicas,Gestión y Administración de Empresas,Técnico Universitario en Administración,,Pregrado,0,0,0,0,0,0,0,0,0,0,0,0
Universidad,Universidad de la Fraternidad de Agrupaciones  Santo Tomás de Aquino,Facultad de Humanidades,Comunicación Social,Analista en Opinión Pública,,Pregrado,0,0,0,0,0,0,0,0,0,0,0,0
Universidad,Universidad de la Fraternidad de Agrupaciones  Santo Tomás de Aquino,Facultad de Humanidades,Locución,Técnico Universitario en Locución,,Pregrado,0,0,0,0,0,0,0,0,0,0,0,0
Universidad,Universidad Empresarial Siglo 21,Grado,"Computación, Sistemas e Informática",Técnico en Soporte de Computación - MD,,Pregrado,0,0,0,0,0,0,0,0,0,0,0,0
Universidad,Universidad Atlántida Argentina,UNIVERSIDAD ATLANTIDA ARGENTINA SEDE CENTRAL,Comercialización y Marketing,Técnico Universitario en Comercialización,,Pregrado,0,0,0,0,0,0,0,0,0,0,0,0
Universidad,Universidad Abierta Interamericana,Facultad de Psicología y Relaciones Humanas - Rosario,Música,Musicoterapeuta,,Pregrado,0,0,0,0,0,0,0,0,0,0,0,0
Universidad,Universidad Abierta Interamericana,Facultad de Ciencias de la Comunicación - Rosario,Artes Audiovisuales,Productor Integral de Medios Audiovisuales,,Pregrado,0,0,0,0,0,0,0,0,0,0,0,0
Universidad,Universidad Abierta Interamericana,Facultad de Motricidad Humana y Deportes,Educación Física y Deportes,Maestro de Educación Física y Deporte Infantil (Lic.en EF 5 años),,Pregrado,0,0,0,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional de Córdoba,Facultad de Artes,Artes Plásticas,Doctor en Artes,,Posgrado,91,33,58,0,0,0,0,0,0,3,1,2
Universidad,Universidad Austral,Facultad de Ciencias Biomédicas,Medicina,Doctor en Ciencias Biomédicas,,Posgrado,16,10,6,0,0,0,0,0,0,0,0,0
Universidad,Universidad de Morón,Facultad de Medicina,Medicina,Especialista en Medicina Legal,,Posgrado,10,4,6,0,0,0,0,0,0,0,0,0
Universidad,Universidad de Buenos Aires,Facultad de Odontología,Odontología,Magister de la Universidad de Buenos Aires en Odontología Estética Rehabilitadora,,Posgrado,17,12,5,0,0,0,0,0,0,0,0,0
Universidad,Universidad de Buenos Aires,Facultad de Agronomía,Producción e Ingeniería Agropecuaria,Especialista en Manejo de Suelos y Cultivos en Siembra Directa,,Posgrado,8,8,0,0,0,0,0,0,0,0,0,0
Universidad,Universidad de Buenos Aires,Facultad de Filosofía y Letras,Letras,Magister de la Universidad de Buenos Aires en Estudios Clásicos,,Posgrado,44,18,26,0,0,0,0,0,0,0,0,0
Universidad,Universidad de Buenos Aires,Facultad de Arquitectura Diseño y Urbanismo,Diseño Gráfico,Magíster de la Universidad de Buenos Aires en Tipografía,,Posgrado,27,9,18,0,0,0,0,0,0,0,0,0
Universidad,Universidad de Buenos Aires,Facultad de Psicología,Salud Pública,Especialista en Política y Gestión de la Salud Mental,,Posgrado,9,4,5,0,0,0,0,0,0,0,0,0
Universidad,Universidad de Buenos Aires,Facultad de Ciencias Veterinarias,Veterinaria,Especialista en Bienestar Animal,,Posgrado,13,5,8,0,0,0,0,0,0,0,0,0
Universidad,Universidad de Buenos Aires,Facultad de Arquitectura Diseño y Urbanismo,Diseño Gráfico,Especialista en Diseño de Tipografía,,Posgrado,2,1,1,0,0,0,0,0,0,0,0,0
Universidad,Universidad de Buenos Aires,Facultad de Agronomía,Administración y Gestión Ambiental,Especialista en Gestión Ambiental en Sistemas Agroalimentarios,,Posgrado,2,2,0,0,0,0,0,0,0,0,0,0
Universidad,Universidad de Buenos Aires,Facultad de Arquitectura Diseño y Urbanismo,Arquitectura y Urbanismo,"Especialista en Preservación, Conservación y Reciclaje de Edificios de Valor Patrimonial",,Posgrado,2,0,2,0,0,0,0,0,0,0,0,0
Universidad,Universidad de Buenos Aires,Facultad de Filosofía y Letras,Arquitectura y Urbanismo,Magister de la Universidad de Buenos Aires en Patrimonio Artístico y Cultura en Sudamérica Colonial,,Posgrado,81,20,61,0,0,0,0,0,0,0,0,0
Universidad,Universidad de Buenos Aires,Facultad de Ciencias Veterinarias,Veterinaria,Especialista en Terapia Física para Pequeños Animales,,Posgrado,15,2,13,0,0,0,0,0,0,0,0,0
Universidad,Universidad de Buenos Aires,Facultad de Medicina,Medicina,Médico Especialista en Medicina Estética,,Posgrado,6,1,5,0,0,0,0,0,0,0,0,0
Universidad,Universidad de Buenos Aires,Facultad de Ingeniería,Ingeniería Electrónica,Magister de la Universidad de Buenos Aires en Ingeniería Optoelectrónica y Fotónica,,Posgrado,10,8,2,0,0,0,0,0,0,0,0,0
Universidad,Universidad de Buenos Aires,Facultad de Medicina,Medicina,Magister de la Universidad de Buenos Aires en Investigación en Ciencias Médicas,,Posgrado,2,1,1,0,0,0,0,0,0,0,0,0
Universidad,Universidad de Buenos Aires,Facultad de Ciencias Exactas y Naturales,Ciencias del Ambiente y Recursos Naturales,Especialista en Conservación de la Biodiversidad,,Posgrado,9,1,8,0,0,0,0,0,0,0,0,0
Universidad,Universidad de Buenos Aires,Facultad de Medicina,Kinesiología,Especialista en Auditoría Kinefisiátrica,,Posgrado,11,3,8,0,0,0,0,0,0,0,0,0
Universidad,Universidad de Buenos Aires,Facultad de Medicina,Medicina,Médico Especialista en Cirugía Oncológica de Cabeza y Cuello,,Posgrado,2,2,0,0,0,0,0,0,0,0,0,0
Universidad,Universidad de Buenos Aires,Facultad de Ingeniería,Ingeniería Civil,Magister en Planificación y Gestión de la Ingeniería Urbana,,Posgrado,16,13,3,0,0,0,0,0,0,0,0,0
Universidad,Universidad de Buenos Aires,Facultad de Ingeniería,Carrera No Definida,Magister de la Universidad de Buenos Aires en Ciencias de la Ingeniería,,Posgrado,1,1,0,0,0,0,0,0,0,0,0,0
Universidad,Universidad de Buenos Aires,Rectorado,Comunicación Social,Magister de la Universidad de Buenos Aires en Estudios sobre Servicios de Comunicación Audiovisual,,Posgrado,68,30,38,0,0,0,0,0,0,0,0,0
Universidad,Universidad de Buenos Aires,Rectorado,Diseño Industrial,Magíster de la Universidad de Buenos Aires en Diseño Abierto para la Innovación,,Posgrado,12,3,9,0,0,0,0,0,0,0,0,0
Universidad,Universidad de Buenos Aires,Facultad de Filosofía y Letras,Educación Inicial,Especialista en Educación Infantil,,Posgrado,20,1,19,0,0,0,0,0,0,0,0,0
Universidad,Universidad de Buenos Aires,Facultad de Medicina,Nutrición,Especialista en Nutrición Clínica,,Posgrado,4,1,3,0,0,0,0,0,0,0,0,0
Universidad,Universidad de Buenos Aires,Facultad de Ingeniería,Organización y Producción Industrial,Magister de la Universidad de Buenos Aires en Automatización Industrial,,Posgrado,4,4,0,0,0,0,0,0,0,0,0,0
Universidad,Universidad de Buenos Aires,Facultad de Ciencias Económicas,Gestión y Administración de Empresas,Especialista en Administración de Entidades sin Fines de Lucro,,Posgrado,1,0,1,0,0,0,0,0,0,0,0,0
Universidad,Universidad de Buenos Aires,Facultad de Odontología,Odontología,Especialista en Estética Dental y Diseño Dinámico de la Sonrisa,,Posgrado,18,9,9,0,0,0,0,0,0,0,0,0
Universidad,Universidad de Buenos Aires,Facultad de Medicina,Medicina,Médico Especialista en Cirugía Bariátrica y Metabólica,,Posgrado,2,2,0,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional de Entre Ríos,Facultad de Ingeniería,Bioingeniería,Doctor en Ingenieria Mención Bioingeniería,,Posgrado,16,7,9,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional de Entre Ríos,Facultad de Ciencias de la Salud,Salud Pública,Magister en Salud Familiar y Comunitaria,,Posgrado,54,13,41,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional de Entre Ríos,Facultad de Ciencias de la Educación,Trabajo Social,Especialista en Políticas de Infancias y Juventudes,,Posgrado,43,2,41,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional de Entre Ríos,Facultad de Ciencias de la Administración,Gestión y Administración de Empresas,Especialista en Gestión de Pequeñas y Medianas Empresas,,Posgrado,3,3,0,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional de Rosario,Facultad de Humanidades y Artes,Historia,Magister en Estudios Latinoamericanos y del Caribe,,Posgrado,2,0,2,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional de La Pampa,Facultad de Agronomía,Sanidad y Saneamiento Ambiental,Especialista en Manejo Integrado de Plagas en Cultivos Extensivos,,Posgrado,13,12,1,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional de la Patagonia San Juan Bosco,Facultad de Ingeniería - Sede Esquel,Ingeniería Ambiental,Magíster en Gestión Sanitaria Forestal,,Posgrado,7,3,4,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional de la Patagonia San Juan Bosco,Facultad de Humanidades y Ciencias Sociales - Sede Trelew,Geografía,Magister en Geografía de los Espacios Litorales (orientación en Turismo y orientación en Ambiente y Recursos Naturales),,Posgrado,8,4,4,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional de la Patagonia San Juan Bosco,Facultad de Humanidades y Ciencias Sociales - Sede Trelew,Ciencias de la Educación,Magister en Didácticas Específicas,,Posgrado,9,1,8,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional de la Patagonia San Juan Bosco,Facultad de Ciencias Económicas - Sede Trelew,Contabilidad,Especialista en Tributación,,Posgrado,25,13,12,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional de la Patagonia San Juan Bosco,Facultad de Ciencias Naturales y Ciencias de la Salud - Sede Comodoro Rivadavia,Carrera No Definida,Magister en Ciencias con Mención en Química de Productos Naturales,,Posgrado,4,1,3,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional de la Patagonia San Juan Bosco,Rectorado,Formación Docente de Nivel Superior y Universitario,Especialista en Docencia Universitaria,,Posgrado,29,7,22,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional de la Patagonia San Juan Bosco,Facultad de Ciencias Económicas - Sede Comodoro Rivadavia,Gestión y Administración de Empresas,Magister en Gestión Empresaria,,Posgrado,133,83,50,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional de la Patagonia San Juan Bosco,Facultad de Ciencias Naturales y Ciencias de la Salud - Sede Comodoro Rivadavia,Geología,Especialista en Evaluación Geológica de Formaciones Petrolíferas y Gasíferas,,Posgrado,19,13,6,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional de la Patagonia San Juan Bosco,Facultad de Ciencias Naturales y Ciencias de la Salud - Sede Comodoro Rivadavia,Administración y Gestión Ambiental,Especialista en Manejo Ambiental en Patagonia Arida,,Posgrado,12,3,9,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional de la Patagonia San Juan Bosco,Facultad de Ciencias Económicas - Sede Comodoro Rivadavia,Contabilidad,Especialista en Contabilidad Superior y Auditoría,,Posgrado,15,3,12,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional de la Patagonia San Juan Bosco,Facultad de Humanidades y Ciencias Sociales - Sede Comodoro Rivadavia,Geografía,Magister en Estudios Socioterritoriales,,Posgrado,32,9,23,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional de la Patagonia San Juan Bosco,Facultad de Ciencias Naturales y Ciencias de la Salud - Sede Comodoro Rivadavia,Carrera No Definida,Especialista en Calidad de Aguas Superficiales,,Posgrado,4,2,2,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional de la Patagonia San Juan Bosco,Facultad de Humanidades y Ciencias Sociales - Sede Comodoro Rivadavia,Geografía,Magister en Geografía de los Espacios Litorales (orientación en Turismo y orientación en Ambiente y Recursos Naturales),,Posgrado,12,5,7,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional de la Patagonia San Juan Bosco,Facultad de Ciencias Económicas - Sede Trelew,Contabilidad,Especialista en Contabilidad Superior y Auditoría,,Posgrado,8,4,4,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional de la Patagonia San Juan Bosco,Facultad de Ciencias Económicas - Sede Trelew,Gestión y Administración de Empresas,Magister en Gestión Empresaria,,Posgrado,16,11,5,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional de la Patagonia San Juan Bosco,Facultad de Humanidades y Ciencias Sociales - Sede Trelew,Letras,Magister en Letras,,Posgrado,29,3,26,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional del Litoral,Facultad de Ciencias Jurídicas y Sociales,Derecho y Ciencias Jurídicas,Magister en Derecho Administrativo,,Posgrado,54,28,26,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional del Litoral,Facultad de Ciencias Jurídicas y Sociales,Derecho y Ciencias Jurídicas,Magister en Teoría Constitucional y Derechos Humanos,,Posgrado,57,27,30,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional del Litoral,Facultad de Arquitectura Diseño y Urbanismo,Arquitectura y Urbanismo,"Especialista en Proyecto, Planificación y Gestión de Arquitectura para la Educación",,Posgrado,19,9,10,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional del Litoral,Facultad de Ciencias Agrarias,Producción e Ingeniería Agropecuaria,Magister en Extensión Agropecuaria,,Posgrado,20,13,7,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional del Litoral,Facultad de Ingeniería Química,Matemática,Magister en Matemática,,Posgrado,2,0,2,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional del Litoral,Facultad de Ciencias Veterinarias,Veterinaria,Especialista en Buiatría,,Posgrado,10,10,0,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional del Litoral,Facultad de Ingeniería y Ciencias Hídricas,Administración y Gestión Ambiental,Magister en Gestión Ambiental,,Posgrado,65,32,33,19,11,8,0,0,0,0,0,0
Universidad,Universidad Nacional de Lomas de Zamora,Facultad de Ciencias Sociales,Relaciones Laborales,Magister en Currículum,,Posgrado,18,8,10,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional de Lomas de Zamora,Facultad de Ciencias Sociales,Ciencias de la Educación,Especialista en Didáctica y Currículum,,Posgrado,48,12,36,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional de Lomas de Zamora,Facultad de Ciencias Econòmicas,Contabilidad,Magister en Contabilidad Superior y Auditoría,,Posgrado,12,6,6,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería,Tecnología y Ciencias Aplicadas,Especialista en Gestión Tecnológica,,Posgrado,28,19,9,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional de Lomas de Zamora,Facultad de Ciencias Sociales,Comunicación Social,Magíster en Comunicación,,Posgrado,34,12,22,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional de Misiones,"Facultad de Ciencias Exactas, Químicas y Naturales",Comunicación Social,Magíster en Tecnologías de la Información,,Posgrado,52,36,16,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional de Rosario,Facultad de Ciencias Médicas,Medicina,Especialista en Neurología Infantil,,Posgrado,1,0,1,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional de Río Cuarto,Facultad de Ciencias Humanas,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Humanas,Diplomado Superior en Enseñanza de Español como Lengua Segunda y Extranjera,,Posgrado,9,2,7,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional de Río Cuarto,"Facultad de Ciencias Exactas, Físico-Químicas y Naturales",Matemática,Magister en Matemática Aplicada,,Posgrado,6,1,5,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional de Río Cuarto,Secretaría de Posgrado,Tecnología y Ciencias Aplicadas,Especialista en Gestión y Vinculación Tecnológica,,Posgrado,21,13,8,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional de Río Cuarto,Facultad de Ciencias Humanas,Inglés,Magister en Inglés con Orientación en Literatura Angloamericana,,Posgrado,11,0,11,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional de Río Cuarto,Facultad de Agronomía y Veterinaria,Administración de Empresas Agropecuarias,Diplomado Superior en Planificación y Proyectos de Inversión Agrarios y Rurales,,Posgrado,20,13,7,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional de Río Cuarto,Facultad de Ciencias Humanas,Educación Física y Deportes,Diplomado Superior en Juego y Prácticas Corporales,,Posgrado,18,4,14,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional de Río Cuarto,Facultad de Ciencias Humanas,Derecho y Ciencias Jurídicas,Diplomado Superior en Derechos Humanos,,Posgrado,16,5,11,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional de Río Cuarto,Facultad de Ciencias Económicas,Gestión y Administración de Empresas,Especialista en Gestión de Pequeñas y Medianas Empresas,,Posgrado,17,9,8,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional de Rosario,Facultad de Ciencias Médicas,Salud Pública,Especialista en Salud Colectiva con orientación en: Administración y Gestión de Servicios de Salud,,Posgrado,13,3,10,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional de Rosario,Facultad de Humanidades y Artes,Sociología,Especialista en Nuevas Infancias y Juventudes,,Posgrado,30,2,28,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional de Rosario,"Facultad de Ciencias Exactas, Ingeniería y Agrimensura",Física,Doctor en Física,,Posgrado,1,1,0,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional de Rosario,"Facultad de Arquitectura, Planeamiento y Diseño",Higiene y Seguridad Industrial,Especialista en Salud y Seguridad en el Proyecto y Construcción de Edificios,,Posgrado,29,8,21,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional de Rosario,Facultad de Odontología,Odontología,Especialista en Prótesis Dentobucomaxilar,,Posgrado,36,17,19,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional de Rosario,Facultad de Odontología,Odontología,Especialista en Odontopediatría,,Posgrado,18,1,17,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional de Rosario,Facultad de Odontología,Odontología,Especialista en Implantología Alvéolo Maxilar y Máxilo Facial,,Posgrado,20,16,4,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional de Rosario,Facultad de Ciencias Económicas y Estadística,Contabilidad,Doctor en Contabilidad,,Posgrado,26,8,18,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional de Rosario,"Facultad de Arquitectura, Planeamiento y Diseño",Arquitectura y Urbanismo,Especialista en Planificación Urbano-Territorial,,Posgrado,32,12,20,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional de Rosario,Facultad de Ciencias Económicas y Estadística,Gestión y Administración de Empresas,"Magister en Administración de Empresas con mención en: Dirección General, Comercialización y Recursos Humanos",,Posgrado,317,189,128,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional de Rosario,"Facultad de Ciencias Exactas, Ingeniería y Agrimensura",Gestión y Administración de Empresas,Magister en Ingeniería de Gestión Empresaria,,Posgrado,7,3,4,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional de Rosario,Facultad de Ciencia Política y Relaciones Internacionales,Comunicación Social,Especialista en Comunicación Política,,Posgrado,4,4,0,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional de Rosario,Facultad de Odontología,Odontología,Especialista en Odontología Legal,,Posgrado,11,3,8,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional de Rosario,Facultad de Odontología,Odontología,Especialista en Ortodoncia y Ortopedia Funcional,,Posgrado,35,12,23,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional de Rosario,Facultad de Ciencia Política y Relaciones Internacionales,Comunicación Social,Especialista en Comunicación Digital Interactiva,,Posgrado,15,8,7,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional de Rosario,Facultad de Ciencias Médicas,Salud Pública,Especialista en Epidemiología,,Posgrado,114,25,89,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional de Rosario,Facultad de Ciencias Médicas,Salud Pública,Especialista en Salud Colectiva con orientación en: Auditoría Médica,,Posgrado,13,3,10,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional de Rosario,Facultad de Ciencias Médicas,Medicina,Doctor en Medicina,,Posgrado,1,1,0,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional de Rosario,Facultad de Derecho,Economía,Magister en Entidades de la Economía Social,,Posgrado,60,28,32,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional de Rosario,Facultad de Ciencias Económicas y Estadística,Arquitectura y Urbanismo,Magister en Desarrollo y Gestión Territorial con mención en Gestión del Desarrollo Local  y Municipal,,Posgrado,46,21,25,0,0,0,0,0,0,0,0,0
Universidad,Universidad Nacional de Rosario,Facultad de Ciencias Económicas y Estadística,"Computación, Sistemas e Informática",Especialista en Gestión Estratégica de la Tecnología Informática,,Posgrado,28,18,10,0,0,0,0,0,0,0,0,0
Universidad,Universidad Tecnológica Nacional,Facultad Regional La Plata,Higiene y Seguridad Industrial,Especialista en Higiene y Seguridad en el Trabajo,,Posgrado,6,4,2,0,0,0,0,0,0,0,0,0
Universidad,Universidad Tecnológica Nacional,Facultad Regional Mendoza,Ingeniería Ambiental,"Doctor en Ingeniería, mención Civil-Ambiental",,Posgrado,10,7,3,0,0,0,0,0,0,0,0,0
Universidad,Universidad Tecnológica Nacional,Facultad Regional Villa María,Finanzas y Negocios,Magister en Administración de Negocios,,Posgrado,15,9,6,0,0,0,0,0,0,0,0,0
Universidad,Universidad Tecnológica Nacional,Facultad Regional Santa Fé,Construcciones,Especialista en Patologías y Terapéuticas de la Construcción,,Posgrado,6,6,0,0,0,0,0,0,0,0,0,0
Universidad,Universidad Tecnológica Nacional,Facultad Regional Mendoza,Electromecánica,Especialista en Soldadura,,Posgrado,2,2,0,0,0,0,0,0,0,0,0,0
Universidad,Universidad Tecnológica Nacional,Facultad Regional Buenos Aires,Ciencias del Ambiente y Recursos Naturales,Magister en Ingeniería Ambiental,,Posgrado,13,5,8,0,0,0,0,0,0,0,0,0
Universidad,Universidad Tecnológica Nacional,Facultad Regional Buenos Aires,Bioingeniería,Magister en Procesos Biotecnológicos,,Posgrado,11,7,4,0,0,0,0,0,0,0,0,0
Universidad,Universidad Tecnológica Nacional,Facultad Regional Delta,Bioingeniería,Magister en Procesos Biotecnológicos,,Posgrado,8,4,4,0,0,0,0,0,0,0,0,0
Universidad,Universidad Tecnológica Nacional,Facultad Regional Tucumán,Ciencias del Ambiente y Recursos Naturales,Especialista en Ingeniería Ambiental,,Posgrado,31,18,13,0,0,0,0,0,0,0,0,0
Universidad,Universidad Tecnológica Nacional,Facultad Regional Córdoba,Ingeniería Electrónica,Magister en Ingeniería en Control Automático,,Posgrado,2,2,0,0,0,0,0,0,0,0,0,0
Universidad,Universidad Tecnológica Nacional,Facultad Regional Mendoza,Ingeniería Vial,Magister en Ingeniería Vial,,Posgrado,13,11,2,0,0,0,0,0,0,0,0,0
Universidad,Universidad Tecnológica Nacional,Facultad Regional Buenos Aires,Tecnología e Ingeniería en Alimentos,Magister en Tecnología de los Alimentos,,Posgrado,16,4,12,0,0,0,0,0,0,0,0,0
Universidad,Universidad Tecnológica Nacional,Facultad Regional Rosario,Ciencias del Ambiente y Recursos Naturales,Especialista en Ingeniería Ambiental,,Posgrado,1,1,0,0,0,0,0,0,0,0,0,0
Universidad,Universidad Tecnológica Nacional,Facultad Regional Concordia,Ciencias del Ambiente y Recursos Naturales,Magister en Ingeniería Ambiental,,Posgrado,20,16,4,0,0,0,0,0,0,0,0,0
Universidad,Universidad Tecnológica Nacional,Facultad Regional Rosario,Ciencias del Ambiente y Recursos Naturales,Magister en Energías Renovables - Mención Solar,,Posgrado,8,8,0,0,0,0,0,0,0,0,0,0
Universidad,Universidad Tecnológica Nacional,Facultad Regional Tucumán,Ciencias del Ambiente y Recursos Naturales,Magister en Ingeniería Ambiental,,Posgrado,8,7,1,0,0,0,0,0,0,0,0,0
Universidad,Universidad Tecnológica Nacional,Facultad Regional Rosario,Ciencias del Ambiente y Recursos Naturales,Magister en Energías Renovables - Mención Eólica,,Posgrado,9,8,1,0,0,0,0,0,0,0,0,0
Universidad,Universidad Tecnológica Nacional,Facultad Regional Concepción del Uruguay,"Computación, Sistemas e Informática",Especialista en Ciencias de la Computación con Orientación Bases de Datos,,Posgrado,3,2,1,0,0,0,0,0,0,0,0,0
Universidad,Universidad Tecnológica Nacional,Facultad Regional Tucumán,Ingeniería en Sistemas,Magister en Ingeniería en Sistemas de Información,,Posgrado,11,10,1,0,0,0,0,0,0,0,0,0
Universidad,Universidad Tecnológica Nacional,Facultad Regional Rosario,Ciencias del Ambiente y Recursos Naturales,Magister en Energías Renovables - Mención Biomasa,,Posgrado,7,5,2,0,0,0,0,0,0,0,0,0
Universidad,Universidad Tecnológica Nacional,Facultad Regional San Nicolás,Formación Docente de Nivel Superior y Universitario,Especialista en Docencia Universitaria,,Posgrado,5,0,5,0,0,0,0,0,0,0,0,0
Universidad,Universidad Tecnológica Nacional,Facultad Regional Tucumán,"Ingeniería Geodesta Geofísica, Nuclear, Energética y en Petróleo",Magister en Ingeniería Bioenergética,,Posgrado,12,5,7,0,0,0,0,0,0,0,0,0
Universidad,Universidad Tecnológica Nacional,Facultad Regional Mendoza,Ingeniería Civil,Especialista en Patología y Control de Calidad de Estructuras Sismorresistentes,,Posgrado,1,0,1,0,0,0,0,0,0,0,0,0
Universidad,Universidad Tecnológica Nacional,Facultad Regional Tucumán,Formación Docente de Nivel Superior y Universitario,Especialista en Docencia Universitaria,,Posgrado,19,6,13,0,0,0,0,0,0,0,0,0
Universidad,Universidad Tecnológica Nacional,Facultad Regional Rosario,Ingeniería en Sistemas,Magister en Ingeniería en Sistemas de Información,,Posgrado,1,1,0,0,0,0,0,0,0,0,0,0
Universidad,Universidad Tecnológica Nacional,Facultad Regional Paraná,Construcciones,Especialista en Patologías y Terapéuticas de la Construcción,,Posgrado,12,4,8,0,0,0,0,0,0,0,0,0
Universidad,Universidad Tecnológica Nacional,Facultad Regional Villa María,Tecnología e Ingeniería en Alimentos,Magister en Tecnología de los Alimentos,,Posgrado,1,0,1,0,0,0,0,0,0,0,0,0
Universidad,Universidad Tecnológica Nacional,Facultad Regional Tucumán,Finanzas y Negocios,Magister en Administración de Negocios,,Posgrado,29,25,4,0,0,0,0,0,0,0,0,0
Universidad,Universidad Tecnológica Nacional,Facultad Regional Tucumán,Formación Docente de Nivel Superior y Universitario,Magister en Docencia Universitaria,,Posgrado,6,3,3,0,0,0,0,0,0,0,0,0
Universidad,Universidad Tecnológica Nacional,Facultad Regional Córdoba,Ingeniería en Sistemas,"Doctor en Ingeniería, mención Sistemas de Información",,Posgrado,3,3,0,0,0,0,0,0,0,0,0,0
Universidad,Universidad Tecnológica Nacional,Facultad Regional Buenos Aires,Carrera No Definida,Especialista en Ingeniería en Telecomunicaciones,,Posgrado,15,15,0,0,0,0,0,0,0,0,0,0
